,model,auc,accuracy,f1,mcc
0,Randomforest,0.5138888888888888,0.8118279569892473,0.05405405405405406,0.15007505629691603
1,SVM,0.5105555555555555,0.8064516129032258,0.05263157894736842,0.08086937042208112
2,XGboosting,0.5244444444444444,0.8118279569892473,0.10256410256410256,0.15332778955686624
3,LogisticRegression,0.5177777777777778,0.8010752688172043,0.09756097560975609,0.08685204709570495
