,model,auc,accuracy,f1,mcc
0,Randomforest,0.6032608695652174,0.8518518518518519,0.9166666666666666,0.28013971669430454
1,SVM,0.5,0.8518518518518519,0.92,0.0
2,XGboosting,0.5,0.8518518518518519,0.92,0.0
3,LogisticRegression,0.625,0.8888888888888888,0.9387755102040816,0.47026997156298017
