,model,auc,accuracy,f1,mcc
0,Randomforest,0.5928132447008654,0.7043010752688172,0.32098765432098764,0.3377711807755741
1,SVM,0.6841841214097578,0.7419354838709677,0.5714285714285714,0.4129307749815442
2,XGboosting,0.6520130440235795,0.7258064516129032,0.5048543689320389,0.36942378490931627
3,LogisticRegression,0.6715790793929513,0.7258064516129032,0.5565217391304348,0.3764827213811079
