,model,auc,accuracy,f1,mcc
0,Randomforest,0.6696428571428571,0.7065217391304348,0.5714285714285715,0.36364052611670256
1,SVM,0.6959325396825398,0.717391304347826,0.6231884057971014,0.3987483065372362
2,XGboosting,0.7053571428571428,0.7228260869565217,0.6382978723404256,0.41403933560541256
3,LogisticRegression,0.6760912698412699,0.6902173913043478,0.606896551724138,0.35133398446641634
