,model,auc,accuracy,f1,mcc
0,Randomforest,0.6,0.7037037037037037,0.8095238095238095,0.3687817782917155
1,SVM,0.55,0.6666666666666666,0.7906976744186047,0.2557041559783794
2,XGboosting,0.5,0.6296296296296297,0.7727272727272727,0.0
3,LogisticRegression,0.6,0.7037037037037037,0.8095238095238095,0.3687817782917155
