,model,auc,accuracy,f1,mcc
0,Randomforest,0.5,0.8074866310160428,0.0,0.0
1,SVM,0.5105776306107431,0.8074866310160428,0.05263157894736842,0.08108812424248503
2,XGboosting,0.5105776306107431,0.8074866310160428,0.05263157894736842,0.08108812424248503
3,LogisticRegression,0.5045989698307579,0.7807486631016043,0.08888888888888888,0.0169433399441135
