,model,auc,accuracy,f1,mcc
0,Randomforest,0.6313594662218516,0.6774193548387096,0.48275862068965514,0.3178769309773487
1,SVM,0.6679971404742047,0.6935483870967742,0.5839416058394159,0.35402146832686776
2,XGboosting,0.6679971404742047,0.6935483870967742,0.5839416058394159,0.35402146832686776
3,LogisticRegression,0.6469677111878946,0.6666666666666666,0.5694444444444444,0.3015779994097148
