,model,auc,accuracy,f1,mcc
0,Randomforest,0.7096848934198332,0.7379679144385026,0.8032128514056224,0.4992800446132711
1,SVM,0.7182576459684893,0.732620320855615,0.7787610619469026,0.4554268011994475
2,XGboosting,0.719416126042632,0.7379679144385026,0.7896995708154507,0.4713520525088451
3,LogisticRegression,0.7146084337349398,0.732620320855615,0.7844827586206896,0.458882510704302
