,model,auc,accuracy,f1,mcc
0,Randomforest,0.7049982106644399,0.717391304347826,0.6486486486486487,0.4268247946341233
1,SVM,0.7026124299176906,0.7065217391304348,0.6707317073170732,0.4061951110982133
2,XGboosting,0.7202672074436359,0.7282608695652174,0.6794871794871795,0.44808113023117285
3,LogisticRegression,0.694441130860074,0.7010869565217391,0.6540880503144654,0.3930060111575956
