,model,auc,accuracy,f1,mcc
0,Randomforest,0.5417184694018511,0.7010869565217391,0.20289855072463764,0.15625819519196193
1,SVM,0.6641801353778145,0.75,0.5208333333333334,0.371512635213259
2,XGboosting,0.5646498135101533,0.6793478260869565,0.33707865168539325,0.15773925208076714
3,LogisticRegression,0.6777869871529216,0.7554347826086957,0.5454545454545454,0.39174227116731064
