,model,auc,accuracy,f1,mcc
0,Randomforest,0.6727205337286879,0.7243243243243244,0.8,0.3945660121513343
1,SVM,0.7485791944650357,0.7621621621621621,0.8070175438596491,0.49715838893007164
2,XGboosting,0.7758215962441315,0.7891891891891892,0.8296943231441049,0.5531487343320777
3,LogisticRegression,0.7275759822090436,0.7297297297297297,0.7706422018348624,0.44614788899557006
