,model,auc,accuracy,f1,mcc
0,Randomforest,0.7013299701903234,0.7058823529411765,0.6625766871165645,0.41123624453358376
1,SVM,0.6942215088282503,0.6951871657754011,0.6779661016949152,0.3886658893356653
2,XGboosting,0.6717495987158909,0.6737967914438503,0.6473988439306357,0.34488595800608574
3,LogisticRegression,0.6819536803485439,0.6844919786096256,0.6549707602339182,0.3662665903378874
