,model,auc,accuracy,f1,mcc
0,Randomforest,0.6006993006993007,0.6935483870967742,0.7942238267148015,0.2610855807458021
1,SVM,0.7286077558804831,0.7580645161290323,0.8163265306122448,0.4624487738164336
2,XGboosting,0.6835982199618563,0.7365591397849462,0.8093385214007782,0.394905669767679
3,LogisticRegression,0.7126509853782581,0.7419354838709677,0.8032786885245901,0.4284734616222605
