,model,auc,accuracy,f1,mcc
0,Randomforest,0.46875,0.5555555555555556,0.7142857142857143,-0.16261090889699772
1,SVM,0.5909090909090908,0.6666666666666666,0.7804878048780487,0.34112114616897665
2,XGboosting,0.5,0.5925925925925926,0.7441860465116279,0.0
3,LogisticRegression,0.5909090909090908,0.6666666666666666,0.7804878048780487,0.34112114616897665
