,model,auc,accuracy,f1,mcc
0,Randomforest,0.6482326779026217,0.654054054054054,0.5789473684210525,0.3125751007868137
1,SVM,0.7000234082397004,0.7027027027027027,0.6706586826347306,0.40476434415873586
2,XGboosting,0.6852176966292135,0.6864864864864865,0.6666666666666667,0.3713929296521917
3,LogisticRegression,0.7164676966292134,0.7189189189189189,0.6904761904761905,0.43730780959448784
