,model,auc,accuracy,f1,mcc
0,Randomforest,0.685064935064935,0.7005347593582888,0.6216216216216216,0.3753510810595747
1,SVM,0.7090909090909091,0.7219251336898396,0.6533333333333333,0.42188394262287165
2,XGboosting,0.7084415584415584,0.7165775401069518,0.6580645161290323,0.416097840712578
3,LogisticRegression,0.6623376623376623,0.6737967914438503,0.6013071895424836,0.3253289437298737
