,model,auc,accuracy,f1,mcc
0,Randomforest,0.5698022378350247,0.7165775401069518,0.2535211267605634,0.29091284577755794
1,SVM,0.7149362477231329,0.7754010695187166,0.611111111111111,0.4645975355658591
2,XGboosting,0.6612672391360916,0.7486631016042781,0.5154639175257733,0.3835187601329833
3,LogisticRegression,0.6821493624772312,0.7540106951871658,0.5576923076923077,0.40587506150031394
