,model,auc,accuracy,f1,mcc
0,Randomforest,0.6415955429113323,0.6951871657754011,0.7832699619771862,0.35660879347634084
1,SVM,0.7191204362256994,0.7379679144385026,0.7878787878787877,0.4489036541708731
2,XGboosting,0.7350640113798009,0.7593582887700535,0.810126582278481,0.49253175303440905
3,LogisticRegression,0.7499407302038881,0.7647058823529411,0.8070175438596492,0.5073332946503275
