,model,auc,accuracy,f1,mcc
0,Randomforest,0.6512820512820513,0.7351351351351352,0.4948453608247423,0.38189502171213685
1,SVM,0.6698717948717948,0.7135135135135136,0.5619834710743802,0.35302844840734765
2,XGboosting,0.6753205128205129,0.7297297297297297,0.5614035087719299,0.37935213718499794
3,LogisticRegression,0.6692307692307693,0.7081081081081081,0.564516129032258,0.3466932188445545
