,model,auc,accuracy,f1,mcc
0,Randomforest,0.49693251533742333,0.8709677419354839,0.0,-0.027617492936545654
1,SVM,0.5125366764470525,0.8655913978494624,0.07407407407407408,0.05689897510671777
2,XGboosting,0.552947452654041,0.8709677419354839,0.2,0.18317122549954312
3,LogisticRegression,0.5376100293411575,0.8440860215053764,0.1714285714285714,0.10079201810654878
