,model,auc,accuracy,f1,mcc
0,Randomforest,0.6531686113017615,0.6524064171122995,0.5962732919254657,0.31943106336939564
1,SVM,0.684911919469229,0.6844919786096256,0.6589595375722543,0.3743474508811983
2,XGboosting,0.6476206817661861,0.6470588235294118,0.6071428571428571,0.30187525980099045
3,LogisticRegression,0.6528826355525051,0.6524064171122995,0.6198830409356726,0.3106360481136809
