,model,auc,accuracy,f1,mcc
0,Randomforest,0.6801801801801802,0.7135135135135136,0.5891472868217054,0.38624363966821407
1,SVM,0.7004504504504504,0.7135135135135136,0.6394557823129252,0.4018314643808657
2,XGboosting,0.704954954954955,0.7243243243243244,0.6382978723404256,0.41781820805146896
3,LogisticRegression,0.6734234234234235,0.6864864864864865,0.6081081081081081,0.34684684684684686
