,model,auc,accuracy,f1,mcc
0,Randomforest,0.6619047619047619,0.7235294117647059,0.5252525252525253,0.3933978962347216
1,SVM,0.720879120879121,0.7529411764705882,0.6440677966101696,0.4634523865975627
2,XGboosting,0.6805860805860806,0.7176470588235294,0.5862068965517241,0.3830072783459916
3,LogisticRegression,0.7084249084249084,0.7411764705882353,0.6271186440677967,0.4373207429088113
