,model,auc,accuracy,f1,mcc
0,Randomforest,0.5649847094801224,0.6310160427807486,0.2736842105263158,0.22292193611766087
1,SVM,0.5996236179722417,0.6310160427807486,0.48120300751879697,0.21561776763610999
2,XGboosting,0.6125029404845919,0.6524064171122995,0.47154471544715454,0.25953981493977896
3,LogisticRegression,0.5556339684780052,0.5882352941176471,0.42105263157894735,0.1204099221863991
