,model,auc,accuracy,f1,mcc
0,Randomforest,0.5618686868686869,0.5775401069518716,0.39694656488549623,0.14677238574912452
1,SVM,0.6666666666666666,0.6737967914438503,0.6114649681528662,0.34480386843614247
2,XGboosting,0.6672979797979798,0.6737967914438503,0.6163522012578616,0.3441291460167256
3,LogisticRegression,0.6073232323232323,0.6149732620320856,0.5384615384615384,0.22271770159368698
