,model,auc,accuracy,f1,mcc
0,Randomforest,0.7254856614246069,0.7258064516129032,0.7150837988826816,0.45188668298725654
1,SVM,0.752890841813136,0.7526881720430108,0.7553191489361701,0.5060157876349316
2,XGboosting,0.7580943570767809,0.7580645161290323,0.7567567567567567,0.5161588723432083
3,LogisticRegression,0.7422525439407957,0.7419354838709677,0.7473684210526316,0.4851787916895841
