,model,auc,accuracy,f1,mcc
0,Randomforest,0.6771171171171171,0.7204301075268817,0.5666666666666667,0.4057577636558817
1,SVM,0.6807207207207207,0.6989247311827957,0.611111111111111,0.3670393189760239
2,XGboosting,0.6944144144144143,0.7204301075268817,0.6176470588235294,0.40628487444462064
3,LogisticRegression,0.6628828828828829,0.6827956989247311,0.5874125874125875,0.3318196524459432
