,model,auc,accuracy,f1,mcc
0,Randomforest,0.5679824561403508,0.6397849462365591,0.34951456310679613,0.17770466332772772
1,SVM,0.6228070175438597,0.6505376344086021,0.5255474452554745,0.25091261139134613
2,XGboosting,0.5734649122807017,0.6182795698924731,0.432,0.15854950067811358
3,LogisticRegression,0.6027046783625731,0.6290322580645161,0.5035971223021583,0.20841454009759824
