,model,auc,accuracy,f1,mcc
0,Randomforest,0.5801400147383935,0.6524064171122995,0.3925233644859813,0.19220294161186546
1,SVM,0.6549373618275608,0.6898395721925134,0.5538461538461539,0.31893450796730766
2,XGboosting,0.6072218128224023,0.6524064171122995,0.48,0.22591706070440065
3,LogisticRegression,0.6427781871775976,0.6631016042780749,0.5531914893617021,0.28316673925322344
